,Unnamed: 0,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft
1243,1256,Sarjapur  Road,3 BHK,1984.0,4.0,1.0,146.0,3,7358.870967741936
1244,1257,Whitefield,4 Bedroom,3000.0,5.0,3.0,250.0,4,8333.333333333334
1245,1258,Garudachar Palya,3 BHK,1960.0,3.0,3.0,160.0,3,8163.265306122449
1246,1259,Sarjapur  Road,2 BHK,1035.0,2.0,1.0,45.0,2,4347.826086956522
1247,1260,other,4 Bedroom,2150.0,4.0,1.0,80.0,4,3720.9302325581393
1248,1261,Whitefield,3 BHK,1700.0,3.0,2.0,115.0,3,6764.705882352941
1249,1262,Hosakerehalli,4 BHK,3024.0,5.0,1.0,248.0,4,8201.0582010582
1250,1263,Tumkur Road,3 BHK,1586.0,3.0,1.0,100.0,3,6305.170239596469
1251,1265,Chikka Tirupathi,4 Bedroom,2325.0,4.0,1.0,120.0,4,5161.290322580645
1252,1266,Yelahanka,2 BHK,1120.0,2.0,2.0,55.0,2,4910.714285714285
1253,1268,Sarjapur  Road,2 BHK,1128.0,2.0,2.0,59.0,2,5230.49645390071
1254,1269,5th Block Hbr Layout,6 Bedroom,1200.0,6.0,2.0,250.0,6,20833.333333333332
1255,1270,Jigani,2 BHK,924.0,2.0,2.0,65.0,2,7034.632034632034
1256,1271,other,3 BHK,1600.0,3.0,2.0,52.0,3,3250.0
1257,1272,Pai Layout,2 BHK,1006.0,2.0,2.0,35.0,2,3479.1252485089462
1258,1273,Amruthahalli,2 BHK,1200.0,2.0,2.0,55.0,2,4583.333333333333
1259,1274,other,2 BHK,1250.0,2.0,1.0,62.0,2,4960.0
1260,1275,other,3 Bedroom,1200.0,3.0,1.0,130.0,3,10833.333333333334
1261,1276,Kannamangala,2 BHK,957.0,2.0,1.0,56.0,2,5851.619644723093
1262,1277,Whitefield,2 BHK,1140.0,2.0,2.0,41.0,2,3596.4912280701756
1263,1278,other,2 BHK,1050.0,2.0,1.0,67.0,2,6380.952380952381
1264,1279,Kasturi Nagar,3 BHK,1565.0,3.0,2.0,88.5,3,5654.952076677317
1265,1280,Whitefield,2 BHK,1190.0,2.0,3.0,57.0,2,4789.915966386555
1266,1281,Whitefield,3 Bedroom,2842.0,3.0,2.0,162.0,3,5700.2111189303305
1267,1282,Kanakpura Road,3 BHK,1558.67,2.0,2.0,65.0,3,4170.222048284755
1268,1283,Electronics City Phase 1,1 BHK,630.0,1.0,1.0,39.0,1,6190.476190476191
1269,1284,Whitefield,3 BHK,1403.0,2.0,2.0,60.81,3,4334.283677833215
1270,1285,Kanakpura Road,3 BHK,1542.0,2.0,3.0,85.0,3,5512.321660181582
1271,1286,Haralur Road,4 Bedroom,2750.0,4.0,0.0,220.0,4,8000.0
1272,1287,Iblur Village,4 BHK,3596.0,5.0,1.0,290.0,4,8064.5161290322585
1273,1288,Kengeri Satellite Town,3 BHK,1635.0,2.0,2.0,78.0,3,4770.642201834862
1274,1289,Mysore Road,2 BHK,1239.0,2.0,1.0,53.0,2,4277.643260694108
1275,1290,Haralur Road,2 BHK,1194.0,2.0,2.0,47.0,2,3936.348408710218
1276,1291,other,3 BHK,1596.0,3.0,1.0,105.0,3,6578.9473684210525
1277,1292,Channasandra,2 BHK,1009.0,2.0,1.0,38.34,2,3799.8017839445
1278,1293,Hosa Road,3 BHK,1726.0,3.0,2.0,81.99,3,4750.289687137891
1279,1294,Kudlu Gate,3 BHK,1535.0,3.0,2.0,86.0,3,5602.605863192182
1280,1295,Banashankari Stage V,3 BHK,1300.0,2.0,1.0,58.5,3,4500.0
1281,1296,Whitefield,4 Bedroom,3100.0,4.0,2.0,465.0,4,15000.0
1282,1297,other,3 BHK,1800.0,3.0,3.0,80.0,3,4444.444444444444
1283,1298,Binny Pete,1 BHK,665.0,1.0,0.0,50.75,1,7631.578947368421
1284,1299,Chamrajpet,9 Bedroom,4050.0,7.0,1.0,1200.0,9,29629.62962962963
1285,1300,TC Palaya,3 Bedroom,1500.0,2.0,1.0,100.0,3,6666.666666666667
1286,1301,other,2 BHK,925.0,2.0,2.0,48.0,2,5189.189189189189
1287,1302,Old Airport Road,4 BHK,3356.0,4.0,2.0,251.0,4,7479.141835518474
1288,1303,other,2 BHK,1395.0,2.0,1.0,63.59,2,4558.4229390681
1289,1304,Sonnenahalli,3 BHK,1415.0,2.0,1.0,55.0,3,3886.9257950530036
1290,1305,Begur,3 BHK,1419.0,2.0,2.0,59.0,3,4157.85764622974
1291,1306,Kasavanhalli,2 BHK,1121.0,2.0,2.0,78.0,2,6958.07314897413
1292,1307,Kambipura,3 BHK,1082.0,2.0,1.0,45.0,3,4158.964879852126
1293,1308,KR Puram,2 BHK,1100.0,2.0,1.0,47.0,2,4272.727272727273
1294,1309,Hoodi,3 BHK,1606.0,3.0,3.0,89.55,3,5575.965130759651
1295,1310,Billekahalli,3 BHK,1650.0,3.0,2.0,88.0,3,5333.333333333333
1296,1311,other,3 BHK,4634.0,4.0,3.0,1015.0,3,21903.32326283988
1297,1312,Old Airport Road,2 BHK,1206.0,2.0,3.0,75.0,2,6218.905472636816
1298,1313,Sarjapur  Road,3 BHK,1495.0,2.0,0.0,64.0,3,4280.936454849499
1299,1314,Malleshwaram,8 Bedroom,840.0,7.0,2.0,195.0,8,23214.285714285714
1300,1315,Electronic City,2 BHK,710.0,2.0,2.0,16.0,2,2253.521126760563
1301,1316,Balagere,2 BHK,1210.0,2.0,1.0,72.0,2,5950.413223140496
1302,1317,Nagarbhavi,3 BHK,1523.0,2.0,2.0,53.4,3,3506.2376887721603
1303,1318,Whitefield,2 BHK,1232.0,2.0,2.0,45.0,2,3652.5974025974024
1304,1319,Rachenahalli,1 BHK,680.0,1.0,1.0,44.0,1,6470.588235294118
1305,1320,Hebbal,3 BHK,1355.0,3.0,1.0,83.87,3,6189.667896678967
1306,1321,Thanisandra,3 BHK,1430.0,2.0,2.0,51.46,3,3598.6013986013986
1307,1322,Kothannur,3 BHK,1275.0,2.0,2.0,43.85,3,3439.2156862745096
1308,1323,Electronic City,2 BHK,1070.0,2.0,1.0,56.1,2,5242.990654205608
1309,1324,other,3 Bedroom,1200.0,3.0,1.0,85.0,3,7083.333333333333
1310,1325,Electronic City,4 Bedroom,2000.0,4.0,0.0,120.0,4,6000.0
1311,1326,Bommanahalli,2 BHK,1200.0,2.0,2.0,40.0,2,3333.3333333333335
1312,1327,Marathahalli,3 BHK,1610.0,3.0,1.0,90.0,3,5590.062111801242
1313,1328,Haralur Road,2 BHK,1140.0,2.0,2.0,43.0,2,3771.9298245614036
1314,1329,Raja Rajeshwari Nagar,2 BHK,1143.0,2.0,2.0,38.65,2,3381.4523184601926
1315,1330,Jakkur,4 BHK,3467.86,6.0,3.0,249.0,4,7180.220654813054
1316,1331,Rachenahalli,3 BHK,1530.0,2.0,2.0,74.4,3,4862.745098039216
1317,1332,7th Phase JP Nagar,2 BHK,980.0,2.0,2.0,69.0,2,7040.816326530612
1318,1333,Whitefield,3 BHK,1485.0,3.0,2.0,65.0,3,4377.104377104377
1319,1334,Whitefield,3 Bedroom,1500.0,3.0,1.0,130.0,3,8666.666666666666
1320,1335,Whitefield,2 BHK,1280.0,2.0,1.0,75.0,2,5859.375
1321,1336,Thanisandra,2 BHK,1265.0,2.0,2.0,85.0,2,6719.367588932806
1322,1337,other,2 BHK,1132.0,2.0,1.0,67.0,2,5918.727915194347
1323,1338,other,2 BHK,1262.0,2.0,2.0,63.0,2,4992.076069730587
1324,1339,JP Nagar,2 BHK,940.0,2.0,1.0,49.0,2,5212.765957446809
1325,1340,other,3 BHK,1515.0,3.0,3.0,88.0,3,5808.580858085808
1326,1341,Jigani,3 BHK,1300.0,3.0,3.0,150.0,3,11538.461538461539
1327,1342,Kothanur,3 Bedroom,1840.0,3.0,1.0,69.0,3,3750.0
1328,1343,Electronic City,2 BHK,890.0,2.0,2.0,45.0,2,5056.179775280899
1329,1344,other,3 BHK,1655.0,3.0,2.0,86.06,3,5200.0
1330,1345,Hennur Road,3 BHK,2060.0,3.0,1.0,149.0,3,7233.0097087378645
1331,1346,Bommanahalli,3 BHK,1730.0,3.0,1.0,96.0,3,5549.132947976878
1332,1347,Yelahanka,3 BHK,2195.0,4.0,2.0,127.0,3,5785.876993166287
1333,1348,Kathriguppe,3 BHK,1650.0,3.0,2.0,125.0,3,7575.757575757576
1334,1349,KR Puram,2 Bedroom,1200.0,2.0,0.0,71.0,2,5916.666666666667
1335,1350,Hosa Road,2 BHK,1079.0,2.0,1.0,32.37,2,2999.9999999999995
1336,1351,Panathur,2 BHK,1085.0,2.0,1.0,36.0,2,3317.9723502304146
1337,1352,other,7 Bedroom,5000.0,7.0,2.0,299.0,7,5980.0
1338,1353,Yelahanka,2 BHK,1075.0,2.0,1.0,51.5,2,4790.697674418605
1339,1354,other,2 BHK,1380.0,2.0,1.0,80.0,2,5797.101449275362
1340,1355,other,3 BHK,1450.0,3.0,1.0,65.0,3,4482.758620689655
1341,1356,Thubarahalli,2 BHK,1200.0,2.0,2.0,78.0,2,6500.0
1342,1357,Benson Town,3 BHK,3200.0,4.0,2.0,350.0,3,10937.5
1343,1358,Hoodi,3 BHK,1639.0,3.0,1.0,98.32,3,5998.779743746187
1344,1359,other,2 BHK,1200.0,2.0,1.0,54.0,2,4500.0
1345,1360,Vijayanagar,3 BHK,1739.0,3.0,1.0,116.0,3,6670.500287521564
1346,1361,other,4 Bedroom,4346.0,5.0,2.0,500.0,4,11504.83202945237
1347,1362,Old Madras Road,2 BHK,935.0,2.0,1.0,32.72,2,3499.4652406417113
1348,1363,Thanisandra,1 RK,510.0,1.0,1.0,25.25,1,4950.980392156863
1349,1364,other,6 Bedroom,1200.0,6.0,3.0,180.0,6,15000.0
1350,1365,other,2 BHK,1178.0,2.0,3.0,47.0,2,3989.8132427843802
1351,1366,Chikkalasandra,3 BHK,1375.0,2.0,1.0,50.0,3,3636.3636363636365
1352,1367,Chandapura,3 BHK,1065.0,2.0,1.0,33.0,3,3098.5915492957747
1353,1368,2nd Phase Judicial Layout,3 BHK,1450.0,2.0,1.0,50.75,3,3500.0
1354,1369,BEML Layout,2 BHK,999.0,2.0,3.0,45.0,2,4504.504504504504
1355,1370,Amruthahalli,2 BHK,4400.0,3.0,2.0,475.0,2,10795.454545454546
1356,1371,Marathahalli,5 Bedroom,1350.0,4.0,1.0,135.0,5,10000.0
1357,1372,Kothannur,2 BHK,1100.0,2.0,2.0,40.0,2,3636.3636363636365
1358,1373,Koramangala,3 BHK,1835.0,2.0,3.0,155.0,3,8446.866485013625
1359,1374,Hoodi,4 BHK,2090.0,4.0,0.0,95.1,4,4550.239234449761
1360,1375,Lingadheeranahalli,3 BHK,1519.0,3.0,1.0,93.0,3,6122.448979591837
1361,1376,Dommasandra,3 BHK,1267.0,3.0,2.0,56.0,3,4419.889502762431
1362,1377,Sanjay nagar,2 BHK,1150.0,2.0,3.0,72.2,2,6278.260869565217
1363,1378,Marathahalli,2 BHK,1146.0,2.0,1.0,70.0,2,6108.202443280978
1364,1379,other,8 Bedroom,1200.0,7.0,0.0,235.0,8,19583.333333333332
1365,1380,Kannamangala,3 BHK,1550.0,3.0,3.0,65.0,3,4193.548387096775
1366,1381,Chandapura,2 BHK,850.0,1.0,1.0,18.5,2,2176.470588235294
1367,1382,other,3 BHK,2200.0,3.0,2.0,187.0,3,8500.0
1368,1383,other,3 Bedroom,3329.0,3.0,2.0,330.0,3,9912.886752778611
1369,1384,Electronics City Phase 1,1 BHK,785.0,1.0,1.0,55.0,1,7006.369426751592
1370,1385,Hebbal Kempapura,3 BHK,2900.0,4.0,2.0,300.0,3,10344.827586206897
1371,1386,Raja Rajeshwari Nagar,3 BHK,1610.0,3.0,2.0,74.0,3,4596.273291925466
1372,1387,Bellandur,2 BHK,921.0,2.0,2.0,40.0,2,4343.105320304017
1373,1388,Kengeri Satellite Town,3 Bedroom,850.0,3.0,2.0,95.0,3,11176.470588235294
1374,1389,Bannerghatta Road,5 Bedroom,2700.0,5.0,0.0,158.0,5,5851.851851851852
1375,1390,Sarjapur  Road,3 BHK,1700.0,3.0,3.0,110.0,3,6470.588235294118
1376,1391,Sarjapur,2 BHK,1020.0,2.0,2.0,35.0,2,3431.372549019608
1377,1392,Billekahalli,2 BHK,1090.0,2.0,3.0,52.0,2,4770.642201834862
1378,1393,other,4 Bedroom,3600.0,4.0,2.0,300.0,4,8333.333333333334
1379,1394,Haralur Road,2 BHK,1027.0,2.0,2.0,44.0,2,4284.323271665044
1380,1395,Thanisandra,2 BHK,1185.0,2.0,2.0,42.1,2,3552.7426160337554
1381,1396,Doddathoguru,2 BHK,850.0,2.0,1.0,25.0,2,2941.176470588235
1382,1397,Harlur,2 BHK,1197.0,2.0,1.0,84.0,2,7017.543859649123
1383,1398,other,4 BHK,3500.0,3.0,3.0,450.0,4,12857.142857142857
1384,1399,Poorna Pragna Layout,2 BHK,920.0,2.0,2.0,39.55,2,4298.91304347826
1385,1400,Chamrajpet,9 BHK,7706.9524,9.0,1.0,296.0,9,3840.688051998349
1386,1401,Raja Rajeshwari Nagar,2 BHK,1105.0,2.0,1.0,65.0,2,5882.35294117647
1387,1402,Yeshwanthpur,3 BHK,1850.0,3.0,3.0,100.0,3,5405.405405405405
1388,1403,Judicial Layout,3 BHK,1300.0,3.0,1.0,64.0,3,4923.076923076923
1389,1404,other,3 BHK,1595.0,3.0,2.0,76.0,3,4764.8902821316615
1390,1405,Kodihalli,4 BHK,3073.0,5.0,2.0,696.0,4,22648.87731858119
1391,1406,Horamavu Agara,2 BHK,755.0,2.0,1.0,37.49,2,4965.562913907284
1392,1407,Nagasandra,5 Bedroom,4050.0,5.0,2.0,140.0,5,3456.7901234567903
1393,1408,Kanakpura Road,3 BHK,1300.0,2.0,3.0,69.0,3,5307.692307692308
1394,1409,Bannerghatta Road,2 BHK,1215.0,2.0,0.0,50.0,2,4115.22633744856
1395,1410,Kanakpura Road,2 BHK,900.0,2.0,1.0,46.0,2,5111.111111111111
1396,1411,Banashankari Stage III,2 BHK,1145.0,2.0,3.0,58.4,2,5100.436681222707
1397,1412,other,2 BHK,1093.0,2.0,2.0,65.0,2,5946.935041171088
1398,1413,Babusapalaya,3 BHK,1213.0,2.0,2.0,41.39,3,3412.201154163232
1399,1414,Bannerghatta Road,3 BHK,1654.0,3.0,2.0,100.0,3,6045.949214026602
1400,1415,NGR Layout,2 BHK,1105.0,2.0,1.0,52.48,2,4749.321266968326
1401,1416,Babusapalaya,3 BHK,1611.0,2.0,2.0,66.0,3,4096.83426443203
1402,1417,other,2 BHK,1367.0,2.0,2.0,62.0,2,4535.479151426482
1403,1418,Devanahalli,2 BHK,1010.0,2.0,1.0,51.0,2,5049.504950495049
1404,1419,other,3 Bedroom,750.0,2.0,1.0,75.0,3,10000.0
1405,1420,other,3 BHK,1535.0,3.0,1.0,95.0,3,6188.9250814332245
1406,1421,Anekal,2 BHK,620.0,2.0,1.0,22.0,2,3548.3870967741937
1407,1422,Horamavu Agara,2 BHK,982.0,2.0,1.0,47.65,2,4852.34215885947
1408,1423,Banashankari Stage II,2 BHK,1700.0,2.0,2.0,150.0,2,8823.529411764706
1409,1424,Whitefield,2 BHK,1330.0,2.0,1.0,71.0,2,5338.345864661655
1410,1425,JP Nagar,3 Bedroom,2500.0,3.0,2.0,135.0,3,5400.0
1411,1426,Poorna Pragna Layout,3 BHK,1475.0,2.0,2.0,58.99,3,3999.322033898305
1412,1427,Bhoganhalli,3 BHK,1410.0,3.0,1.0,65.0,3,4609.929078014185
1413,1428,Yelahanka New Town,1 BHK,440.0,1.0,1.0,16.5,1,3750.0
1414,1429,Yelahanka,3 BHK,1614.0,3.0,2.0,95.0,3,5885.9975216852545
1415,1430,Neeladri Nagar,2 BHK,1363.0,2.0,2.0,68.0,2,4988.994864269993
1416,1431,Kogilu,2 Bedroom,650.0,2.0,0.0,28.0,2,4307.692307692308
1417,1432,other,2 BHK,1015.0,2.0,1.0,45.0,2,4433.4975369458125
1418,1433,Horamavu Banaswadi,2 BHK,1156.0,2.0,2.0,46.0,2,3979.2387543252594
1419,1434,other,2 BHK,1100.0,2.0,1.0,62.7,2,5700.0
1420,1435,KR Puram,3 BHK,1455.0,3.0,2.0,46.0,3,3161.512027491409
1421,1436,other,2 BHK,930.0,2.0,1.0,45.0,2,4838.709677419355
1422,1437,other,3 BHK,1650.0,2.0,2.0,80.0,3,4848.484848484848
1423,1438,KR Puram,2 Bedroom,1200.0,2.0,0.0,90.0,2,7500.0
1424,1439,other,1 Bedroom,700.0,1.0,0.0,150.0,1,21428.571428571428
1425,1440,Karuna Nagar,4 BHK,2900.0,3.0,2.0,135.0,4,4655.172413793103
1426,1441,Kadugodi,3 BHK,1890.0,4.0,3.0,127.0,3,6719.576719576719
1427,1442,other,3 BHK,2197.0,4.0,3.0,280.0,3,12744.651797906236
1428,1443,Hebbal Kempapura,3 BHK,3522.0,3.0,2.0,380.0,3,10789.324247586599
1429,1444,other,3 BHK,1240.0,2.0,2.0,46.0,3,3709.6774193548385
1430,1445,HRBR Layout,2 BHK,1440.0,2.0,2.0,98.0,2,6805.555555555556
1431,1446,Kodichikkanahalli,1 BHK,650.0,1.0,2.0,38.0,1,5846.153846153846
1432,1447,Budigere,1 BHK,764.0,1.0,1.0,32.0,1,4188.48167539267
1433,1448,Sector 7 HSR Layout,5 Bedroom,900.0,4.0,0.0,90.0,5,10000.0
1434,1449,Raja Rajeshwari Nagar,3 BHK,1693.0,3.0,3.0,57.39,3,3389.84051978736
1435,1450,Hoodi,3 BHK,1445.0,3.0,2.0,65.0,3,4498.269896193771
1436,1451,Kanakpura Road,2 BHK,900.0,1.0,0.0,45.0,2,5000.0
1437,1452,Singasandra,2 BHK,1030.0,2.0,2.0,55.0,2,5339.805825242718
1438,1453,Yelahanka,3 BHK,1381.0,2.0,2.0,52.48,3,3800.1448225923245
1439,1454,other,2 BHK,1100.0,2.0,1.0,60.0,2,5454.545454545455
1440,1455,Hoodi,3 BHK,1575.0,3.0,2.0,66.39,3,4215.238095238095
1441,1456,Thigalarapalya,2 Bedroom,1200.0,2.0,1.0,65.0,2,5416.666666666667
1442,1457,Begur Road,2 BHK,1200.0,2.0,2.0,43.2,2,3600.0
1443,1458,Kasturi Nagar,2 BHK,1080.0,2.0,2.0,80.0,2,7407.407407407408
1444,1459,Hebbal Kempapura,5 Bedroom,2280.0,5.0,2.0,200.0,5,8771.929824561403
1445,1460,Akshaya Nagar,3 BHK,1360.0,2.0,2.0,85.0,3,6250.0
1446,1461,Jakkur,3 BHK,1865.0,3.0,1.0,124.0,3,6648.793565683646
1447,1462,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,75.0,3,6482.281763180639
1448,1463,Kammasandra,2 BHK,674.0,2.0,1.0,29.0,2,4302.670623145401
1449,1464,Whitefield,3 BHK,1405.0,2.0,1.0,78.0,3,5551.601423487545
1450,1465,Begur Road,2 BHK,1160.0,2.0,2.0,44.08,2,3800.0
1451,1466,other,4 Bedroom,1600.0,3.0,1.0,172.0,4,10750.0
1452,1467,Hebbal,3 BHK,1790.0,3.0,2.0,127.0,3,7094.972067039106
1453,1468,Electronic City,2 BHK,1128.0,2.0,1.0,65.65,2,5820.035460992909
1454,1469,Panathur,2 BHK,1180.0,2.0,1.0,70.0,2,5932.203389830508
1455,1470,other,3 BHK,1450.0,2.0,2.0,85.0,3,5862.068965517241
1456,1471,Kengeri,1 BHK,340.0,1.0,1.0,10.0,1,2941.176470588235
1457,1472,other,4 Bedroom,2000.0,3.0,1.0,166.0,4,8300.0
1458,1473,Rachenahalli,2 BHK,1050.0,2.0,2.0,53.5,2,5095.238095238095
1459,1474,Varthur,2 BHK,1125.0,2.0,2.0,40.0,2,3555.5555555555557
1460,1475,Vittasandra,2 BHK,1246.0,2.0,1.0,68.0,2,5457.463884430176
1461,1476,HSR Layout,2 BHK,1372.0,2.0,1.0,61.0,2,4446.064139941691
1462,1477,Uttarahalli,3 BHK,1330.0,2.0,1.0,56.0,3,4210.526315789473
1463,1478,Binny Pete,3 BHK,2465.0,5.0,2.0,234.0,3,9492.90060851927
1464,1479,Dasarahalli,2 BHK,1300.0,2.0,3.0,55.0,2,4230.7692307692305
1465,1480,other,2 Bedroom,1420.0,1.0,0.0,220.0,2,15492.957746478873
1466,1481,Bannerghatta,4 Bedroom,810.0,4.0,1.0,50.0,4,6172.83950617284
1467,1482,Channasandra,2 BHK,1065.0,2.0,1.0,35.0,2,3286.3849765258215
1468,1483,other,2 BHK,700.0,2.0,0.0,27.0,2,3857.1428571428573
1469,1484,Hebbal,2 BHK,687.325,2.0,0.0,42.72,2,6215.40028370858
1470,1485,other,2 BHK,1050.0,2.0,1.0,45.0,2,4285.714285714285
1471,1486,other,3 BHK,1250.0,3.0,3.0,39.5,3,3160.0
1472,1487,Electronic City,2 BHK,865.0,2.0,0.0,42.0,2,4855.491329479769
1473,1488,Uttarahalli,2 BHK,1200.0,2.0,2.0,44.0,2,3666.6666666666665
1474,1489,other,3 BHK,1756.0,3.0,3.0,100.0,3,5694.760820045558
1475,1490,Malleshwaram,9 Bedroom,750.0,8.0,2.0,150.0,9,20000.0
1476,1491,Yelahanka,1 BHK,628.0,1.0,1.0,24.0,1,3821.6560509554142
1477,1492,9th Phase JP Nagar,7 Bedroom,1200.0,6.0,2.0,195.0,7,16250.0
1478,1493,5th Phase JP Nagar,2 BHK,1207.0,2.0,2.0,63.0,2,5219.552609776305
1479,1494,Kalena Agrahara,3 BHK,1765.0,3.0,1.0,125.0,3,7082.152974504249
1480,1495,Electronic City,2 BHK,1130.0,2.0,1.0,32.64,2,2888.495575221239
1481,1496,other,3 BHK,1532.0,3.0,3.0,92.0,3,6005.221932114882
1482,1497,other,3 BHK,1650.0,3.0,0.0,110.0,3,6666.666666666667
1483,1498,Horamavu Banaswadi,4 Bedroom,1200.0,4.0,2.0,105.0,4,8750.0
1484,1499,Bhoganhalli,2 BHK,804.1,2.0,1.0,69.09,2,8592.214898644446
1485,1500,Doddathoguru,2 BHK,1200.0,2.0,2.0,75.0,2,6250.0
1486,1501,Kengeri,2 BHK,1197.0,2.0,2.0,50.0,2,4177.109440267335
1487,1502,other,2 BHK,1200.0,2.0,2.0,66.0,2,5500.0
1488,1503,Uttarahalli,3 BHK,1385.0,2.0,2.0,48.48,3,3500.361010830325
1489,1504,other,2 BHK,1010.0,2.0,3.0,148.0,2,14653.465346534653
1490,1505,Whitefield,3 BHK,2225.0,3.0,3.0,115.0,3,5168.539325842697
1491,1506,other,2 BHK,1180.0,2.0,2.0,48.0,2,4067.7966101694915
1492,1507,other,3 BHK,1525.0,2.0,3.0,122.0,3,8000.0
1493,1508,Ananth Nagar,2 BHK,1100.0,2.0,2.0,31.5,2,2863.6363636363635
1494,1509,other,3 BHK,1435.0,3.0,3.0,70.0,3,4878.048780487805
1495,1510,Attibele,1 BHK,400.0,1.0,1.0,14.0,1,3500.0
1496,1511,Dommasandra,2 BHK,1200.0,2.0,2.0,50.0,2,4166.666666666667
1497,1512,Whitefield,2 BHK,1272.0,2.0,1.0,95.05,2,7472.4842767295595
1498,1513,Whitefield,2 BHK,1205.0,2.0,1.0,39.0,2,3236.514522821577
1499,1514,Kalena Agrahara,2 BHK,980.0,2.0,1.0,40.0,2,4081.6326530612246
1500,1515,Malleshpalya,2 BHK,1225.0,2.0,2.0,46.86,2,3825.3061224489797
1501,1516,Whitefield,3 BHK,1541.0,3.0,1.0,72.0,3,4672.290720311486
1502,1517,Ramagondanahalli,3 BHK,1610.0,2.0,2.0,111.0,3,6894.409937888198
1503,1518,Jalahalli,2 BHK,1694.0,2.0,2.0,125.0,2,7378.984651711924
1504,1519,other,3 Bedroom,600.0,3.0,2.0,75.0,3,12500.0
1505,1520,Kaggalipura,2 BHK,950.0,2.0,1.0,39.0,2,4105.263157894737
1506,1521,other,3 BHK,1560.0,2.0,3.0,66.0,3,4230.7692307692305
1507,1522,Chandapura,2 BHK,1201.0,2.0,2.0,27.0,2,2248.1265611990007
1508,1523,Chandapura,2 Bedroom,1500.0,2.0,1.0,60.0,2,4000.0
1509,1524,Malleshpalya,3 BHK,1785.0,3.0,2.0,75.0,3,4201.680672268908
1510,1525,Raja Rajeshwari Nagar,2 BHK,1258.0,2.0,1.0,63.53,2,5050.079491255962
1511,1526,Electronic City,2 BHK,910.0,2.0,2.0,42.0,2,4615.384615384615
1512,1527,Thigalarapalya,2 BHK,1297.0,2.0,2.0,112.0,2,8635.312259059368
1513,1528,Kundalahalli,2 BHK,1291.0,2.0,3.0,49.0,2,3795.5073586367157
1514,1529,other,2 BHK,1070.0,2.0,2.0,42.0,2,3925.233644859813
1515,1530,Varthur,2 BHK,1012.0,2.0,1.0,66.5,2,6571.146245059289
1516,1531,Mahadevpura,2 BHK,1260.0,2.0,3.0,57.6,2,4571.428571428572
1517,1532,Sarjapur  Road,2 BHK,1282.0,2.0,2.0,72.0,2,5616.224648985959
1518,1533,Kanakpura Road,3 BHK,1843.0,3.0,2.0,92.15,3,5000.0
1519,1534,other,4 Bedroom,2400.0,3.0,2.0,200.0,4,8333.333333333334
1520,1535,Chikka Tirupathi,5 Bedroom,3356.0,5.0,2.0,105.0,5,3128.7246722288437
1521,1536,Hebbal,4 BHK,2790.0,5.0,3.0,198.0,4,7096.774193548387
1522,1537,EPIP Zone,2 BHK,1330.0,2.0,1.0,86.98,2,6539.849624060151
1523,1538,Konanakunte,3 BHK,1400.0,2.0,1.0,73.0,3,5214.285714285715
1524,1539,Whitefield,2 BHK,1192.0,2.0,1.0,71.0,2,5956.375838926175
1525,1540,other,2 BHK,1000.0,2.0,1.0,130.0,2,13000.0
1526,1541,Thigalarapalya,2 BHK,1297.0,2.0,2.0,103.0,2,7941.403238242097
1527,1542,Sarjapur  Road,1 BHK,615.0,1.0,0.0,17.835,1,2900.0
1528,1543,Vijayanagar,3 BHK,1490.0,3.0,2.0,100.0,3,6711.4093959731545
1529,1544,Rayasandra,3 BHK,1373.0,3.0,2.0,72.0,3,5243.991260014566
1530,1545,7th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,41.39,2,3999.0338164251207
1531,1546,Kadugodi,4 Bedroom,3750.0,4.0,0.0,210.0,4,5600.0
1532,1547,Doddakallasandra,2 BHK,1010.0,2.0,1.0,40.39,2,3999.009900990099
1533,1548,Sarjapur,2 BHK,1195.0,2.0,1.0,42.0,2,3514.644351464435
1534,1549,HSR Layout,3 BHK,1750.0,3.0,2.0,95.0,3,5428.571428571428
1535,1550,Malleshpalya,2 BHK,1052.0,2.0,2.0,50.0,2,4752.851711026616
1536,1551,Horamavu Banaswadi,2 BHK,1180.0,2.0,2.0,58.0,2,4915.254237288135
1537,1552,Padmanabhanagar,5 Bedroom,3680.0,4.0,2.0,440.0,5,11956.521739130434
1538,1553,Hormavu,3 BHK,2100.0,3.0,2.0,73.0,3,3476.190476190476
1539,1554,Hoodi,4 Bedroom,2863.0,4.0,1.0,140.0,4,4889.97555012225
1540,1555,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,2.0,38.24,2,3390.0709219858154
1541,1556,Ulsoor,3 BHK,2700.0,3.0,1.0,450.0,3,16666.666666666668
1542,1557,JP Nagar,2 BHK,1120.0,2.0,2.0,33.6,2,3000.0
1543,1558,HSR Layout,3 BHK,2424.0,3.0,2.0,90.0,3,3712.871287128713
1544,1559,other,2 BHK,1300.0,2.0,1.0,60.0,2,4615.384615384615
1545,1560,Kanakapura,2 BHK,1090.0,2.0,2.0,32.69,2,2999.0825688073396
1546,1561,Yelahanka,3 Bedroom,2710.0,3.0,1.0,251.0,3,9261.992619926199
1547,1562,other,2 Bedroom,3040.0,1.0,1.0,180.0,2,5921.0526315789475
